runtime,profile,controller,seed,training_seed,session_id,iteration,action,reward,cumulative_reward,coverage_quality_position,sample_quality_position,freshness_quality_position,cpu_percent,memory_percent,input_multiplier
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,43,hold,0.20428925458413325,11.376848822058008,0.4999999999999999,0.5,0.5,25.1,17.75,48.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,44,hold,0.20097435259573324,11.57782317465374,0.4999999999999999,0.5,0.5,26.2,17.7,48.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,45,hold,0.21736016778185072,11.79518334243559,0.4999999999999999,0.5,0.5,25.15,13.25,48.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,46,hold,0.2743101597409421,12.069493502176533,0.4999999999999999,0.5,0.5,0.3,13.25,48.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,47,hold,0.2743101597409421,12.343803661917475,0.4999999999999999,0.5,0.5,0.45,13.25,48.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,48,hold,0.2743101597409421,12.618113821658417,0.4999999999999999,0.5,0.5,0.3,13.25,48.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,49,hold,0.2743101597409421,12.892423981399359,0.4999999999999999,0.5,0.5,0.2,13.25,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,50,hold,0.2114172265567664,13.103841207956126,0.4999999999999999,0.5,0.5,27.0,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,51,hold,0.255494728348019,13.359335936304145,0.4999999999999999,0.5,0.5,12.95,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,52,hold,0.29408312402374315,13.653419060327888,0.4999999999999999,0.5,0.5,0.65,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,53,hold,0.29549458356986724,13.948913643897756,0.4999999999999999,0.5,0.5,0.2,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,54,hold,0.2954938903895722,14.244407534287328,0.4999999999999999,0.5,0.5,0.2,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,55,hold,0.29314100429955126,14.53754853858688,0.4999999999999999,0.5,0.5,0.95,13.3,6.0
