scenario,variant,trial_count,reward_per_step_mean,reward_per_step_std,evaluated_requests_mean,evaluated_requests_std,violated_epoch_ratio_mean,violated_epoch_ratio_std,unique_violation_ratio_mean,unique_violation_ratio_std,spatial_fidelity_mean_mean,spatial_fidelity_mean_std,hotspot_recall_mean_mean,hotspot_recall_mean_std
concurrency,dqn,5,0.08514028020354414,0.13081328042712262,15.0,1.224744871391589,0.40086418192495116,0.11758144212375825,0.3492997198879551,0.06853706962189951,0.8806803769267535,0.01988251370617676,0.8465872691130049,0.013149661667882586
concurrency,ppo,5,0.06948854674367352,0.04785830328066907,14.6,1.3416407864998738,0.5065017012589234,0.20919306719544353,0.34656593406593406,0.06850182589499311,0.8875546654160928,0.0080050727463876,0.8403931435960498,0.011417456955998684
concurrency,static,5,-0.034093107589793024,0.00675619771252512,14.0,0.0,0.38182324670617135,0.0009035560725591004,0.2428571428571428,0.03912303982179762,0.8624282071833967,6.758358246324356e-05,0.8359904279070784,6.728608945330141e-05
realistic,dqn,5,0.4970405604230149,0.06566808435018377,10.0,1.224744871391589,0.7109956052080895,0.09826998229729574,0.7477777777777778,0.09259629622222519,0.9046546697130184,0.00732942538353827,0.8544231911433654,0.006984575876445941
realistic,ppo,5,0.40946681938750285,0.03778376327119457,10.0,1.224744871391589,0.6054291846144274,0.1165541218790141,0.6488888888888888,0.11879019787470309,0.8979570440505358,0.007943626654752718,0.8475734029278572,0.016950712687357254
realistic,static,5,0.23623291688163311,0.0030814960822080502,10.2,1.0954451150103321,0.3897943124026293,0.012423617281464105,0.39,0.03248931448269656,0.8701145130573529,0.0020292899702776855,0.8363739579213542,0.0015766973742688687
